区分,一般名コード,一般名処方の標準的な記載,成分名,規格,一般名処方加算対象,例外コード,同一剤形・規格内の最低薬価,備考,薬価基準収載医薬品コード_例外コード,品名_例外コード,備考_例外コード
内用薬,3999004M4ZZZ,【般】シクロスポリンカプセル２５ｍｇ：ＮＥ,シクロスポリン,２５ｍｇ１カプセル,"加算1,2",,78.5,先発品はネオーラル２５ｍｇカプセル（同一成分のサンディミュンカプセル２５ｍｇとは、バイオアベイラビリティ、適応等が異なる）,,,
内用薬,3999004M5ZZZ,【般】シクロスポリンカプセル５０ｍｇ：ＮＥ,シクロスポリン,５０ｍｇ１カプセル,"加算1,2",,129.6,先発品はネオーラル５０ｍｇカプセル（同一成分のサンディミュンカプセル５０ｍｇとは、バイオアベイラビリティ、適応等が異なる）,,,
内用薬,3999006A1ZZZ,【般】Ｌ－システイン散３２％,Ｌ－システイン,３２％１ｇ,加算1,,11.3,,,,
内用薬,3999006F1ZZZ,【般】Ｌ－システイン錠４０ｍｇ,Ｌ－システイン,４０ｍｇ１錠,加算1,,5.7,,,,
内用薬,3999006F2ZZZ,【般】Ｌ－システイン錠８０ｍｇ,Ｌ－システイン,８０ｍｇ１錠,加算1,,5.7,,,,
内用薬,3999008F1ZZZ,【般】イプリフラボン錠２００ｍｇ,イプリフラボン,２００ｍｇ１錠,"加算1,2",,9.7,,,,
内用薬,3999009F1ZZZ,【般】レボカルニチン塩化物錠１００ｍｇ,レボカルニチン塩化物,１００ｍｇ１錠,加算1,,34.6,,,,
内用薬,3999009F2ZZZ,【般】レボカルニチン塩化物錠３００ｍｇ,レボカルニチン塩化物,３００ｍｇ１錠,加算1,,101.5,,,,
内用薬,3999013F1ZZZ,【般】エパルレスタット錠５０ｍｇ,エパルレスタット,５０ｍｇ１錠,"加算1,2",,23.1,,,,
内用薬,3999014F1ZZZ,【般】タクロリムス錠０．５ｍｇ,タクロリムス水和物,０．５ｍｇ１錠,加算1,,172,,,,
内用薬,3999014F2ZZZ,【般】タクロリムス錠１ｍｇ,タクロリムス水和物,１ｍｇ１錠,加算1,,309.8,,,,
内用薬,3999014F3ZZZ,【般】タクロリムス錠１．５ｍｇ,タクロリムス水和物,１．５ｍｇ１錠,加算1,,469.9,,,,
内用薬,3999014F4ZZZ,【般】タクロリムス錠３ｍｇ,タクロリムス水和物,３ｍｇ１錠,加算1,,806.2,,,,
内用薬,3999014F5ZZZ,【般】タクロリムス錠５ｍｇ,タクロリムス水和物,５ｍｇ１錠,加算1,,1100.6,,,,
内用薬,3999014F6ZZZ,【般】タクロリムス錠２ｍｇ,タクロリムス水和物,２ｍｇ１錠,加算1,,580,,,,
内用薬,3999014M1ZZZ,【般】タクロリムスカプセル１ｍｇ,タクロリムス水和物,１ｍｇ１カプセル,"加算1,2",,309.8,,,,
内用薬,3999014M2ZZZ,【般】タクロリムスカプセル０．５ｍｇ,タクロリムス水和物,０．５ｍｇ１カプセル,"加算1,2",,172,,,,
内用薬,3999014M3ZZZ,【般】タクロリムスカプセル５ｍｇ,タクロリムス水和物,５ｍｇ１カプセル,"加算1,2",,1100.6,,,,
内用薬,3999016F1ZZZ,【般】メトトレキサート錠２ｍｇ,メトトレキサート,２ｍｇ１錠,加算1,,89.8,,,,
内用薬,3999016M1ZZZ,【般】メトトレキサートカプセル２ｍｇ,メトトレキサート,２ｍｇ１カプセル,"加算1,2",,89.8,,,,
内用薬,3999017M1ZZZ,【般】ミコフェノール酸モフェチルカプセル２５０ｍｇ,ミコフェノール酸　モフェチル,２５０ｍｇ１カプセル,"加算1,2",,102.8,,,,
内用薬,3999018F1ZZZ,【般】アレンドロン酸錠５ｍｇ,アレンドロン酸ナトリウム水和物,５ｍｇ１錠,"加算1,2",,28.9,,,,
内用薬,3999018F2ZZZ,【般】アレンドロン酸錠３５ｍｇ,アレンドロン酸ナトリウム水和物,３５ｍｇ１錠,"加算1,2",,177.7,,,,
内用薬,3999019F1ZZZ,【般】リセドロン酸Ｎａ錠２．５ｍｇ,リセドロン酸ナトリウム水和物,２．５ｍｇ１錠,"加算1,2",,36,,,,
内用薬,3999019F2ZZZ,【般】リセドロン酸Ｎａ錠１７．５ｍｇ,リセドロン酸ナトリウム水和物,１７．５ｍｇ１錠,"加算1,2",,144.6,,,,
内用薬,3999021F1ZZZ,【般】ラロキシフェン塩酸塩錠６０ｍｇ,ラロキシフェン塩酸塩,６０ｍｇ１錠,"加算1,2",,41.3,,,,
内用薬,3999026F1ZZZ,【般】ミノドロン酸錠１ｍｇ,ミノドロン酸水和物,１ｍｇ１錠,"加算1,2",,40.7,先発品はボノテオ錠１ｍｇ／リカルボン錠１ｍｇ,,,
内用薬,3999026F2ZZZ,【般】ミノドロン酸錠５０ｍｇ,ミノドロン酸水和物,５０ｍｇ１錠,"加算1,2",,1069.7,先発品はボノテオ錠５０ｍｇ／リカルボン錠５０ｍｇ,,,
内用薬,4219004F1ZZZ,【般】テモゾロミド錠２０ｍｇ,テモゾロミド,２０ｍｇ１錠,加算1,,1255.9,,,,
内用薬,4219004F2ZZZ,【般】テモゾロミド錠１００ｍｇ,テモゾロミド,１００ｍｇ１錠,加算1,,6257.2,,,,
内用薬,4219004M1ZZZ,【般】テモゾロミドカプセル２０ｍｇ,テモゾロミド,２０ｍｇ１カプセル,"加算1,2",,1255.9,,,,
内用薬,4219004M2ZZZ,【般】テモゾロミドカプセル１００ｍｇ,テモゾロミド,１００ｍｇ１カプセル,"加算1,2",,6257.2,,,,
内用薬,4223005F1ZZZ,【般】カペシタビン錠３００ｍｇ,カペシタビン,３００ｍｇ１錠,"加算1,2",,131.8,,,,
内用薬,4229101D1ZZZ,【般】テガフール２０ｍｇ・ギメラシル・オテラシル配合顆粒,テガフール・ギメラシル・オテラシルカリウム配合剤,２０ｍｇ１包（テガフール相当量）,"加算1,2",,253,先発品はティーエスワン配合顆粒Ｔ２０,,,
内用薬,4229101D2ZZZ,【般】テガフール２５ｍｇ・ギメラシル・オテラシル配合顆粒,テガフール・ギメラシル・オテラシルカリウム配合剤,２５ｍｇ１包（テガフール相当量）,"加算1,2",,336.3,先発品はティーエスワン配合顆粒Ｔ２５,,,
内用薬,4229101F1ZZZ,【般】テガフール２０ｍｇ・ギメラシル・オテラシル配合口腔内崩壊錠,テガフール・ギメラシル・オテラシルカリウム配合剤,２０ｍｇ１錠（テガフール相当量）,"加算1,2",,229.5,先発品はティーエスワン配合ＯＤ錠Ｔ２０,,,
内用薬,4229101F2ZZZ,【般】テガフール２５ｍｇ・ギメラシル・オテラシル配合口腔内崩壊錠,テガフール・ギメラシル・オテラシルカリウム配合剤,２５ｍｇ１錠（テガフール相当量）,"加算1,2",,239.7,先発品はティーエスワン配合ＯＤ錠Ｔ２５,,,
内用薬,4229101F3ZZZ,【般】テガフール２０ｍｇ・ギメラシル・オテラシル配合錠,テガフール・ギメラシル・オテラシルカリウム配合剤,２０ｍｇ１錠（テガフール相当量）,加算1,,229.5,,,,
内用薬,4229101F4ZZZ,【般】テガフール２５ｍｇ・ギメラシル・オテラシル配合錠,テガフール・ギメラシル・オテラシルカリウム配合剤,２５ｍｇ１錠（テガフール相当量）,加算1,,239.7,,,,
内用薬,4229101M1ZZZ,【般】テガフール２０ｍｇ・ギメラシル・オテラシル配合カプセル,テガフール・ギメラシル・オテラシルカリウム配合剤,２０ｍｇ１カプセル（テガフール相当量）,"加算1,2",,229.5,先発品はティーエスワン配合カプセルＴ２０,,,
内用薬,4229101M2ZZZ,【般】テガフール２５ｍｇ・ギメラシル・オテラシル配合カプセル,テガフール・ギメラシル・オテラシルカリウム配合剤,２５ｍｇ１カプセル（テガフール相当量）,"加算1,2",,239.7,先発品はティーエスワン配合カプセルＴ２５,,,
内用薬,4291003F1ZZZ,【般】タモキシフェン錠１０ｍｇ,タモキシフェンクエン酸塩,１０ｍｇ１錠,"加算1,2",,29.1,,,,
内用薬,4291003F2ZZZ,【般】タモキシフェン錠２０ｍｇ,タモキシフェンクエン酸塩,２０ｍｇ１錠,"加算1,2",,51.5,,,,
内用薬,4291005F1ZZZ,【般】フルタミド錠１２５ｍｇ,フルタミド,１２５ｍｇ１錠,"加算1,2",,114.5,,,,
内用薬,4291007F1ZZZ,【般】トレミフェン錠４０ｍｇ,トレミフェンクエン酸塩,４０ｍｇ１錠,"加算1,2",,136.1,,,,
内用薬,4291007F2ZZZ,【般】トレミフェン錠６０ｍｇ,トレミフェンクエン酸塩,６０ｍｇ１錠,"加算1,2",,207.2,,,,
内用薬,4291009F1ZZZ,【般】ビカルタミド錠８０ｍｇ,ビカルタミド,８０ｍｇ１錠,"加算1,2",,247.1,,,,
内用薬,4291009F2ZZZ,【般】ビカルタミド口腔内崩壊錠８０ｍｇ,ビカルタミド,８０ｍｇ１錠,"加算1,2",,247.1,,,,
内用薬,4291010F1ZZZ,【般】アナストロゾール錠１ｍｇ,アナストロゾール,１ｍｇ１錠,"加算1,2",,105.5,,,,
内用薬,4291011F1ZZZ,【般】イマチニブ錠１００ｍｇ,イマチニブメシル酸塩,１００ｍｇ１錠,"加算1,2",,378.5,,,,
内用薬,4291011F2ZZZ,【般】イマチニブ錠２００ｍｇ,イマチニブメシル酸塩,２００ｍｇ１錠,加算1,,1797.5,,,,
内用薬,4291012F1ZZZ,【般】エキセメスタン錠２５ｍｇ,エキセメスタン,２５ｍｇ１錠,"加算1,2",,205.7,,,,
内用薬,4291013F1ZZZ,【般】ゲフィチニブ錠２５０ｍｇ,ゲフィチニブ,２５０ｍｇ１錠,"加算1,2",,2232.2,,,,
内用薬,4291015F1ZZZ,【般】レトロゾール錠２．５ｍｇ,レトロゾール,２．５ｍｇ１錠,"加算1,2",,133.2,,,,
内用薬,4413004C2ZZZ,【般】メキタジン小児用細粒０．６％,メキタジン,０．６％１ｇ,"加算1,2",,11.2,先発品はゼスラン小児用細粒０．６％／ニポラジン小児用細粒０．６％,,,
内用薬,4413004F1ZZZ,【般】メキタジン錠３ｍｇ,メキタジン,３ｍｇ１錠,"加算1,2",,5.7,,,,
内用薬,4413004R1ZZZ,【般】メキタジンシロップ用０．６％,メキタジン,０．６％１ｇ,加算1,,11.2,,,,
内用薬,4419001Q1ZZZ,【般】クロルフェニラミンマレイン酸塩シロップ０．０５％,ｄｌ－クロルフェニラミンマレイン酸塩,０．０５％１０ｍＬ,"加算1,2",,6.7,,,,
内用薬,4419002F1ZZZ,【般】ｄ－クロルフェニラミンマレイン酸塩錠２ｍｇ,ｄ－クロルフェニラミンマレイン酸塩,２ｍｇ１錠,加算1,,5.7,,,,
内用薬,4419002G1ZZZ,【般】ｄ－クロルフェニラミンマレイン酸塩徐放錠６ｍｇ,ｄ－クロルフェニラミンマレイン酸塩,６ｍｇ１錠,加算1,,5.7,,,,
内用薬,4419002Q1ZZZ,【般】ｄ－クロルフェニラミンマレイン酸塩シロップ０．０４％,ｄ－クロルフェニラミンマレイン酸塩,０．０４％１０ｍＬ,"加算1,2",,10.4,準先発品はポララミンシロップ０．０４％,,,
内用薬,4419005Q1ZZZ,【般】シプロヘプタジン塩酸塩シロップ０．０４％,シプロヘプタジン塩酸塩水和物,０．０４％１０ｍＬ,"加算1,2",,8.7,,,,
内用薬,4419006F1ZZZ,【般】ホモクロルシクリジン塩酸塩錠１０ｍｇ,ホモクロルシクリジン塩酸塩,１０ｍｇ１錠,加算1,,5.5,,,,
内用薬,4419008F1ZZZ,【般】クレマスチン錠１ｍｇ,クレマスチンフマル酸塩,１ｍｇ１錠,"加算1,2",,5.1,,,,
内用薬,4419008Q1ZZZ,【般】クレマスチンシロップ０．０１％,クレマスチンフマル酸塩,０．０１％１０ｍＬ,"加算1,2",,15.2,,,,
内用薬,4419008R1ZZZ,【般】クレマスチンシロップ用０．１％,クレマスチンフマル酸塩,０．１％１ｇ,加算1,,8.5,,,,
内用薬,4420001F1ZZZ,【般】オーラノフィン錠３ｍｇ,オーラノフィン,３ｍｇ１錠,加算1,,31.4,,,,
内用薬,4420002F1ZZZ,【般】ブシラミン錠１００ｍｇ,ブシラミン,１００ｍｇ１錠,"加算1,2",,22.1,,,,
内用薬,4420002F2ZZZ,【般】ブシラミン錠５０ｍｇ,ブシラミン,５０ｍｇ１錠,"加算1,2",,15.9,,,,
内用薬,4490001C1ZZZ,【般】クロモグリク酸Ｎａ細粒１０％,クロモグリク酸ナトリウム,１０％１ｇ,"加算1,2",,25.8,,,,
内用薬,4490002C1ZZZ,【般】トラニラスト細粒１０％,トラニラスト,１０％１ｇ,"加算1,2",,7.5,,,,
内用薬,4490002M1ZZZ,【般】トラニラストカプセル１００ｍｇ,トラニラスト,１００ｍｇ１カプセル,"加算1,2",,7.8,,,,
内用薬,4490002R1ZZZ,【般】トラニラストシロップ用５％,トラニラスト,５％１ｇ,"加算1,2",,8.3,,,,
内用薬,4490003M1ZZZ,【般】ケトチフェンカプセル１ｍｇ,ケトチフェンフマル酸塩,１ｍｇ１カプセル,"加算1,2",,5.9,,,,
内用薬,4490003Q1ZZZ,【般】ケトチフェンシロップ０．０２％,ケトチフェンフマル酸塩,０．０２％１ｍＬ,"加算1,2",,6.5,,,,
内用薬,4490003R1ZZZ,【般】ケトチフェンシロップ用０．１％,ケトチフェンフマル酸塩,０．１％１ｇ,"加算1,2",,6.5,,,,
内用薬,4490004F1ZZZ,【般】アゼラスチン塩酸塩錠０．５ｍｇ,アゼラスチン塩酸塩,０．５ｍｇ１錠,"加算1,2",,5.7,,,,
内用薬,4490004F2ZZZ,【般】アゼラスチン塩酸塩錠１ｍｇ,アゼラスチン塩酸塩,１ｍｇ１錠,"加算1,2",,5.9,,,,
内用薬,4490005F1ZZZ,【般】オキサトミド錠３０ｍｇ,オキサトミド,３０ｍｇ１錠,加算1,,5.9,,,,
内用薬,4490005Q1ZZZ,【般】オキサトミドシロップ０．２％,オキサトミド,０．２％１ｍＬ,加算1,,7.2,,,,
内用薬,4490005R1ZZZ,【般】オキサトミドシロップ用２％,オキサトミド,２％１ｇ,加算1,,8.1,,,,
内用薬,4490011F1ZZZ,【般】ペミロラストＫ錠１０ｍｇ,ペミロラストカリウム,１０ｍｇ１錠,"加算1,2",,19.9,,,,
内用薬,4490011F2ZZZ,【般】ペミロラストＫ錠５ｍｇ,ペミロラストカリウム,５ｍｇ１錠,"加算1,2",,16.5,,,,
内用薬,4490011R1ZZZ,【般】ペミロラストＫシロップ用０．５％,ペミロラストカリウム,０．５％１ｇ,"加算1,2",,30.1,,,,
内用薬,4490012F1ZZZ,【般】オザグレル塩酸塩錠１００ｍｇ,オザグレル塩酸塩水和物,１００ｍｇ１錠,"加算1,2",,30.2,,,,
内用薬,4490012F2ZZZ,【般】オザグレル塩酸塩錠２００ｍｇ,オザグレル塩酸塩水和物,２００ｍｇ１錠,"加算1,2",,48.6,,,,
内用薬,4490013M1ZZZ,【般】エメダスチンフマル酸塩カプセル１ｍｇ,エメダスチンフマル酸塩,１ｍｇ１カプセル,"加算1,2",,26.2,,,,
内用薬,4490013M2ZZZ,【般】エメダスチンフマル酸塩カプセル２ｍｇ,エメダスチンフマル酸塩,２ｍｇ１カプセル,"加算1,2",,31.9,,,,
内用薬,4490014F1ZZZ,【般】エピナスチン塩酸塩錠１０ｍｇ,エピナスチン塩酸塩,１０ｍｇ１錠,"加算1,2",,15.6,,,,
内用薬,4490014F2ZZZ,【般】エピナスチン塩酸塩錠２０ｍｇ,エピナスチン塩酸塩,２０ｍｇ１錠,"加算1,2",,23.9,,,,
内用薬,4490014R1ZZZ,【般】エピナスチン塩酸塩シロップ用１％,エピナスチン塩酸塩,１％１ｇ,"加算1,2",,23.9,,,,
内用薬,4490014S1ZZZ,【般】エピナスチン塩酸塩経口液０．２％,エピナスチン塩酸塩,０．２％１ｍＬ,加算1,,20.7,,,,
内用薬,4490016M1ZZZ,【般】スプラタストトシル酸塩カプセル５０ｍｇ,スプラタストトシル酸塩,５０ｍｇ１カプセル,"加算1,2",,22.8,,,,
内用薬,4490016M2ZZZ,【般】スプラタストトシル酸塩カプセル１００ｍｇ,スプラタストトシル酸塩,１００ｍｇ１カプセル,"加算1,2",,23,,,,
内用薬,4490017F1ZZZ,【般】プランルカスト錠１１２．５ｍｇ,プランルカスト水和物,１１２．５ｍｇ１錠,加算1,,21.7,,,,
内用薬,4490017F2ZZZ,【般】プランルカスト錠２２５ｍｇ,プランルカスト水和物,２２５ｍｇ１錠,加算1,,41.3,,,,
内用薬,4490017M1ZZZ,【般】プランルカストカプセル１１２．５ｍｇ,プランルカスト水和物,１１２．５ｍｇ１カプセル,"加算1,2",,21.7,,,,
内用薬,4490017M2ZZZ,【般】プランルカストカプセル２２５ｍｇ,プランルカスト水和物,２２５ｍｇ１カプセル,加算1,,41.3,,,,
内用薬,4490017R1ZZZ,【般】プランルカストシロップ用１０％,プランルカスト水和物,１０％１ｇ,"加算1,2",,29.8,,,,
内用薬,4490019F1ZZZ,【般】エバスチン錠５ｍｇ,エバスチン,５ｍｇ１錠,"加算1,2",,23.6,,,,
内用薬,4490019F2ZZZ,【般】エバスチン錠１０ｍｇ,エバスチン,１０ｍｇ１錠,"加算1,2",,34.4,,,,
内用薬,4490019F3ZZZ,【般】エバスチン口腔内崩壊錠５ｍｇ,エバスチン,５ｍｇ１錠,"加算1,2",,23.6,,,,
内用薬,4490019F4ZZZ,【般】エバスチン口腔内崩壊錠１０ｍｇ,エバスチン,１０ｍｇ１錠,"加算1,2",,34.4,,,,
内用薬,4490020F1ZZZ,【般】セチリジン塩酸塩錠５ｍｇ,セチリジン塩酸塩,５ｍｇ１錠,"加算1,2",,12.1,,,,
内用薬,4490020F2ZZZ,【般】セチリジン塩酸塩錠１０ｍｇ,セチリジン塩酸塩,１０ｍｇ１錠,"加算1,2",,16.5,,,,
内用薬,4490020F3ZZZ,【般】セチリジン塩酸塩口腔内崩壊錠５ｍｇ,セチリジン塩酸塩,５ｍｇ１錠,加算1,,12.1,,,,
内用薬,4490020F4ZZZ,【般】セチリジン塩酸塩口腔内崩壊錠１０ｍｇ,セチリジン塩酸塩,１０ｍｇ１錠,加算1,,16.5,,,,
内用薬,4490020R1ZZZ,【般】セチリジン塩酸塩シロップ用１．２５％,セチリジン塩酸塩,１．２５％１ｇ,"加算1,2",,111.2,,,,
内用薬,4490021F1ZZZ,【般】ラマトロバン錠５０ｍｇ,ラマトロバン,５０ｍｇ１錠,"加算1,2",,36.1,,,,
内用薬,4490021F2ZZZ,【般】ラマトロバン錠７５ｍｇ,ラマトロバン,７５ｍｇ１錠,"加算1,2",,46,,,,
内用薬,4490022F1ZZZ,【般】ベポタスチンベシル酸塩錠５ｍｇ,ベポタスチンベシル酸塩,５ｍｇ１錠,"加算1,2",,15.5,,,,
内用薬,4490022F2ZZZ,【般】ベポタスチンベシル酸塩錠１０ｍｇ,ベポタスチンベシル酸塩,１０ｍｇ１錠,"加算1,2",,11.6,,,,
内用薬,4490022F3ZZZ,【般】ベポタスチンベシル酸塩口腔内崩壊錠５ｍｇ,ベポタスチンベシル酸塩,５ｍｇ１錠,"加算1,2",,15.5,,,,
内用薬,4490022F4ZZZ,【般】ベポタスチンベシル酸塩口腔内崩壊錠１０ｍｇ,ベポタスチンベシル酸塩,１０ｍｇ１錠,"加算1,2",,11.6,,,,
内用薬,4490023F1ZZZ,【般】フェキソフェナジン塩酸塩錠６０ｍｇ,フェキソフェナジン塩酸塩,６０ｍｇ１錠,"加算1,2",,16.1,,,,
内用薬,4490023F2ZZZ,【般】フェキソフェナジン塩酸塩錠３０ｍｇ,フェキソフェナジン塩酸塩,３０ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,4490023F3ZZZ,【般】フェキソフェナジン塩酸塩口腔内崩壊錠６０ｍｇ,フェキソフェナジン塩酸塩,６０ｍｇ１錠,"加算1,2",,16.1,,,,
内用薬,4490023F4ZZZ,【般】フェキソフェナジン塩酸塩口腔内崩壊錠３０ｍｇ,フェキソフェナジン塩酸塩,３０ｍｇ１錠,加算1,,10.1,,,,
内用薬,4490023R1ZZZ,【般】フェキソフェナジン塩酸塩シロップ用６％,フェキソフェナジン塩酸塩,６％１ｇ,加算1,,52.4,,,,
内用薬,4490023R2ZZZ,【般】フェキソフェナジン塩酸塩シロップ用５％,フェキソフェナジン塩酸塩,５％１ｇ,"加算1,2",,42.5,,,,
内用薬,4490025D1ZZZ,【般】オロパタジン塩酸塩顆粒０．５％,オロパタジン塩酸塩,０．５％１ｇ,"加算1,2",,22.1,,,,
内用薬,4490025F1ZZZ,【般】オロパタジン塩酸塩錠２．５ｍｇ,オロパタジン塩酸塩,２．５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,4490025F2ZZZ,【般】オロパタジン塩酸塩錠５ｍｇ,オロパタジン塩酸塩,５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,4490025F3ZZZ,【般】オロパタジン塩酸塩口腔内崩壊錠２．５ｍｇ,オロパタジン塩酸塩,２．５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,4490025F4ZZZ,【般】オロパタジン塩酸塩口腔内崩壊錠５ｍｇ,オロパタジン塩酸塩,５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,4490025R1ZZZ,【般】オロパタジン塩酸塩シロップ用１％,オロパタジン塩酸塩,１％１ｇ,加算1,,65.3,,,,
内用薬,4490026C1ZZZ,【般】モンテルカスト細粒４ｍｇ,モンテルカストナトリウム,４ｍｇ１包,"加算1,2",,37.2,,,,
内用薬,4490026F1ZZZ,【般】モンテルカストチュアブル錠５ｍｇ,モンテルカストナトリウム,５ｍｇ１錠,"加算1,2",,36.9,,,,
内用薬,4490026F2ZZZ,【般】モンテルカスト錠１０ｍｇ,モンテルカストナトリウム,１０ｍｇ１錠,"加算1,2",,31.8,,,,
内用薬,4490026F3ZZZ,【般】モンテルカスト錠５ｍｇ,モンテルカストナトリウム,５ｍｇ１錠,"加算1,2",,25.3,,,,
内用薬,4490026F4ZZZ,【般】モンテルカスト口腔内崩壊錠１０ｍｇ,モンテルカストナトリウム,１０ｍｇ１錠,"加算1,2",,31.8,,,,
内用薬,4490026F5ZZZ,【般】モンテルカスト口腔内崩壊錠５ｍｇ,モンテルカストナトリウム,５ｍｇ１錠,加算1,,25.3,,,,
内用薬,4490027F1ZZZ,【般】ロラタジン錠１０ｍｇ,ロラタジン,１０ｍｇ１錠,"加算1,2",,19.7,,,,
内用薬,4490027F2ZZZ,【般】ロラタジン口腔内崩壊錠１０ｍｇ,ロラタジン,１０ｍｇ１錠,"加算1,2",,19.7,,,,
内用薬,4490027R1ZZZ,【般】ロラタジンシロップ用１％,ロラタジン,１％１ｇ,"加算1,2",,60.4,,,,
内用薬,6113001B1ZZZ,【般】バンコマイシン塩酸塩散５００ｍｇ,バンコマイシン塩酸塩,５００ｍｇ１瓶,"加算1,2",,1044.4,,,,
内用薬,6131001C1ZZZ,【般】アモキシシリン細粒１０％,アモキシシリン水和物,１００ｍｇ１ｇ,"加算1,2",,7.5,,,,
内用薬,6131001C2ZZZ,【般】アモキシシリン細粒２０％,アモキシシリン水和物,２００ｍｇ１ｇ,加算1,,12.6,,,,
内用薬,6131001F2ZZZ,【般】アモキシシリン錠２５０ｍｇ,アモキシシリン水和物,２５０ｍｇ１錠,"加算1,2",,8.8,,,,
内用薬,6131001M1ZZZ,【般】アモキシシリンカプセル１２５ｍｇ,アモキシシリン水和物,１２５ｍｇ１カプセル,"加算1,2",,10.1,,,,
内用薬,6131001M2ZZZ,【般】アモキシシリンカプセル２５０ｍｇ,アモキシシリン水和物,２５０ｍｇ１カプセル,"加算1,2",,8.8,,,,
内用薬,6132008C2ZZZ,【般】セフィキシム細粒１０％,セフィキシム,１００ｍｇ１ｇ,加算1,,57.8,,,,
内用薬,6132011F1ZZZ,【般】セフポドキシムプロキセチル錠１００ｍｇ,セフポドキシム　プロキセチル,１００ｍｇ１錠,"加算1,2",,34.8,,,,
内用薬,6132011R1ZZZ,【般】セフポドキシムプロキセチルシロップ用５％,セフポドキシム　プロキセチル,５０ｍｇ１ｇ,"加算1,2",,30,,,,
内用薬,6132013C1ZZZ,【般】セフジニル細粒１０％,セフジニル,１００ｍｇ１ｇ,"加算1,2",,41.7,,,,
内用薬,6132015C1ZZZ,【般】セフジトレンピボキシル細粒１０％,セフジトレン　ピボキシル,１００ｍｇ１ｇ,"加算1,2",,73.8,,,,
内用薬,6132015F1ZZZ,【般】セフジトレンピボキシル錠１００ｍｇ,セフジトレン　ピボキシル,１００ｍｇ１錠,"加算1,2",,31.1,,,,
内用薬,6132016C1ZZZ,【般】セフカペンピボキシル塩酸塩細粒１０％,セフカペン　ピボキシル塩酸塩水和物,１００ｍｇ１ｇ,"加算1,2",,92.1,,,,
内用薬,6132016F1ZZZ,【般】セフカペンピボキシル塩酸塩錠７５ｍｇ,セフカペン　ピボキシル塩酸塩水和物,７５ｍｇ１錠,"加算1,2",,27.3,,,,
内用薬,6132016F2ZZZ,【般】セフカペンピボキシル塩酸塩錠１００ｍｇ,セフカペン　ピボキシル塩酸塩水和物,１００ｍｇ１錠,"加算1,2",,26.9,,,,
内用薬,6141002F2ZZZ,【般】エリスロマイシン錠２００ｍｇ,エリスロマイシン,２００ｍｇ１錠,加算1,,8.8,,,,
内用薬,6149002F1ZZZ,【般】ロキシスロマイシン錠１５０ｍｇ,ロキシスロマイシン,１５０ｍｇ１錠,"加算1,2",,19.9,,,,
内用薬,6149003F1ZZZ,【般】クラリスロマイシン錠５０ｍｇ,クラリスロマイシン,５０ｍｇ１錠,"加算1,2",,18.6,,,,
内用薬,6149003F2ZZZ,【般】クラリスロマイシン錠２００ｍｇ,クラリスロマイシン,２００ｍｇ１錠,"加算1,2",,27.7,,,,
内用薬,6149003R1ZZZ,【般】クラリスロマイシンシロップ用１０％,クラリスロマイシン,１００ｍｇ１ｇ,"加算1,2",,30.2,,,,
内用薬,6149004C1ZZZ,【般】アジスロマイシン細粒１０％,アジスロマイシン水和物,１００ｍｇ１ｇ,"加算1,2",,97.7,,,,
内用薬,6149004F1ZZZ,【般】アジスロマイシン錠２５０ｍｇ,アジスロマイシン水和物,２５０ｍｇ１錠,"加算1,2",,81,,,,
内用薬,6149004F3ZZZ,【般】アジスロマイシン錠１００ｍｇ,アジスロマイシン水和物,１００ｍｇ１錠,加算1,,67.4,,,,
内用薬,6149004F4ZZZ,【般】アジスロマイシン錠５００ｍｇ,アジスロマイシン水和物,５００ｍｇ１錠,加算1,,192.7,,,,
内用薬,6149004M1ZZZ,【般】アジスロマイシンカプセル１００ｍｇ,アジスロマイシン水和物,１００ｍｇ１カプセル,"加算1,2",,67.4,,,,
内用薬,6152005F1ZZZ,【般】ミノサイクリン塩酸塩錠５０ｍｇ,ミノサイクリン塩酸塩,５０ｍｇ１錠,"加算1,2",,13,,,,
内用薬,6152005F2ZZZ,【般】ミノサイクリン塩酸塩錠１００ｍｇ,ミノサイクリン塩酸塩,１００ｍｇ１錠,加算1,,24.1,,,,
内用薬,6152005M1ZZZ,【般】ミノサイクリン塩酸塩カプセル５０ｍｇ,ミノサイクリン塩酸塩,５０ｍｇ１カプセル,"加算1,2",,13,,,,
内用薬,6152005M2ZZZ,【般】ミノサイクリン塩酸塩カプセル１００ｍｇ,ミノサイクリン塩酸塩,１００ｍｇ１カプセル,"加算1,2",,24.1,,,,
内用薬,6164001M1ZZZ,【般】リファンピシンカプセル１５０ｍｇ,リファンピシン,１５０ｍｇ１カプセル,"加算1,2",,14.2,,,,
内用薬,6179001F1ZZZ,【般】ボリコナゾール錠５０ｍｇ,ボリコナゾール,５０ｍｇ１錠,"加算1,2",,325.1,,,,
内用薬,6179001F2ZZZ,【般】ボリコナゾール錠２００ｍｇ,ボリコナゾール,２００ｍｇ１錠,"加算1,2",,996,,,,
