区分,一般名コード,一般名処方の標準的な記載,成分名,規格,一般名処方加算対象,例外コード,同一剤形・規格内の最低薬価,備考,薬価基準収載医薬品コード_例外コード,品名_例外コード,備考_例外コード
内用薬,1179041F6ZZZ,【般】パロキセチン口腔内崩壊錠５ｍｇ,パロキセチン塩酸塩水和物,５ｍｇ１錠,加算1,,10.4,該当する後発品の経過措置期限が令和８年３月３１日であることから、同年４月１日以降は一般名処方マスタから削除される予定,,,
内用薬,1179042C1ZZZ,【般】クエチアピン細粒５０％,クエチアピンフマル酸塩,５０％１ｇ,"加算1,2",,134.9,,,,
内用薬,1179042C2ZZZ,【般】クエチアピン細粒１０％,クエチアピンフマル酸塩,１０％１ｇ,加算1,,25.8,,,,
内用薬,1179042F1ZZZ,【般】クエチアピン錠２５ｍｇ,クエチアピンフマル酸塩,２５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,1179042F2ZZZ,【般】クエチアピン錠１００ｍｇ,クエチアピンフマル酸塩,１００ｍｇ１錠,"加算1,2",,16.8,,,,
内用薬,1179042F3ZZZ,【般】クエチアピン錠２００ｍｇ,クエチアピンフマル酸塩,２００ｍｇ１錠,"加算1,2",,29.3,,,,
内用薬,1179042F4ZZZ,【般】クエチアピン錠１２．５ｍｇ,クエチアピンフマル酸塩,１２．５ｍｇ１錠,加算1,,10.4,,,,
内用薬,1179042F5ZZZ,【般】クエチアピン錠５０ｍｇ,クエチアピンフマル酸塩,５０ｍｇ１錠,加算1,,11.8,,,,
内用薬,1179043F1ZZZ,【般】ペロスピロン塩酸塩錠４ｍｇ,ペロスピロン塩酸塩水和物,４ｍｇ１錠,"加算1,2",,6.1,,,,
内用薬,1179043F2ZZZ,【般】ペロスピロン塩酸塩錠８ｍｇ,ペロスピロン塩酸塩水和物,８ｍｇ１錠,"加算1,2",,10.5,,,,
内用薬,1179043F3ZZZ,【般】ペロスピロン塩酸塩錠１６ｍｇ,ペロスピロン塩酸塩水和物,１６ｍｇ１錠,"加算1,2",,16.8,,,,
内用薬,1179044C1ZZZ,【般】オランザピン細粒１％,オランザピン,１％１ｇ,"加算1,2",,38.6,,,,
内用薬,1179044F1ZZZ,【般】オランザピン錠２．５ｍｇ,オランザピン,２．５ｍｇ１錠,"加算1,2",,8.2,,,,
内用薬,1179044F2ZZZ,【般】オランザピン錠５ｍｇ,オランザピン,５ｍｇ１錠,"加算1,2",,17,,,,
内用薬,1179044F3ZZZ,【般】オランザピン錠１０ｍｇ,オランザピン,１０ｍｇ１錠,"加算1,2",,30.7,,,,
内用薬,1179044F4ZZZ,【般】オランザピン口腔内崩壊錠５ｍｇ,オランザピン,５ｍｇ１錠,"加算1,2",,17,,,,
内用薬,1179044F5ZZZ,【般】オランザピン口腔内崩壊錠１０ｍｇ,オランザピン,１０ｍｇ１錠,"加算1,2",,30.7,,,,
内用薬,1179044F6ZZZ,【般】オランザピン口腔内崩壊錠２．５ｍｇ,オランザピン,２．５ｍｇ１錠,"加算1,2",,8.2,,,,
内用薬,1179044F7ZZZ,【般】オランザピン錠１．２５ｍｇ,オランザピン,１．２５ｍｇ１錠,加算1,,6.1,,,,
内用薬,1179044F8ZZZ,【般】オランザピン錠２０ｍｇ,オランザピン,２０ｍｇ１錠,加算1,,44.4,,,,
内用薬,1179044F9ZZZ,【般】オランザピン口腔内崩壊錠１．２５ｍｇ,オランザピン,１．２５ｍｇ１錠,加算1,,6.1,,,,
内用薬,1179045B1ZZZ,【般】アリピプラゾール散１％,アリピプラゾール,１％１ｇ,"加算1,2",,18.6,,,,
内用薬,1179045C1ZZZ,【般】アリピプラゾール細粒１％,アリピプラゾール,１％１ｇ,加算1,,18.6,,,,
内用薬,1179045F1ZZZ,【般】アリピプラゾール錠３ｍｇ,アリピプラゾール,３ｍｇ１錠,"加算1,2",,6.4,,,,
内用薬,1179045F2ZZZ,【般】アリピプラゾール錠６ｍｇ,アリピプラゾール,６ｍｇ１錠,"加算1,2",,11.8,,,,
内用薬,1179045F3ZZZ,【般】アリピプラゾール錠１２ｍｇ,アリピプラゾール,１２ｍｇ１錠,"加算1,2",,22.7,,,,
内用薬,1179045F4ZZZ,【般】アリピプラゾール口腔内崩壊錠３ｍｇ,アリピプラゾール,３ｍｇ１錠,"加算1,2",,6.4,,,,
内用薬,1179045F5ZZZ,【般】アリピプラゾール口腔内崩壊錠６ｍｇ,アリピプラゾール,６ｍｇ１錠,"加算1,2",,11.8,,,,
内用薬,1179045F6ZZZ,【般】アリピプラゾール口腔内崩壊錠１２ｍｇ,アリピプラゾール,１２ｍｇ１錠,"加算1,2",,22.7,,,,
内用薬,1179045F7ZZZ,【般】アリピプラゾール口腔内崩壊錠２４ｍｇ,アリピプラゾール,２４ｍｇ１錠,"加算1,2",,47.7,,,,
内用薬,1179045F8ZZZ,【般】アリピプラゾール錠１ｍｇ,アリピプラゾール,１ｍｇ１錠,"加算1,2",,6.1,,,,
内用薬,1179045F9ZZZ,【般】アリピプラゾール錠２４ｍｇ,アリピプラゾール,２４ｍｇ１錠,加算1,,47.7,,,,
内用薬,1179045S2ZZZ,【般】アリピプラゾール経口液０．１％３ｍＬ,アリピプラゾール,０．１％３ｍＬ１包,加算1,,31.7,,,,
内用薬,1179045S3ZZZ,【般】アリピプラゾール経口液０．１％６ｍＬ,アリピプラゾール,０．１％６ｍＬ１包,加算1,,59.7,,,,
内用薬,1179045S4ZZZ,【般】アリピプラゾール経口液０．１％１２ｍＬ,アリピプラゾール,０．１％１２ｍＬ１包,加算1,,133.1,,,,
内用薬,1179045S5ZZZ,【般】アリピプラゾール経口液０．１％１ｍＬ,アリピプラゾール,０．１％１ｍＬ１包,加算1,,18.6,,,,
内用薬,1179046F1ZZZ,【般】セルトラリン錠２５ｍｇ,セルトラリン塩酸塩,２５ｍｇ１錠,"加算1,2",,9.5,,,,
内用薬,1179046F2ZZZ,【般】セルトラリン錠５０ｍｇ,セルトラリン塩酸塩,５０ｍｇ１錠,"加算1,2",,14.7,,,,
内用薬,1179046F3ZZZ,【般】セルトラリン錠１００ｍｇ,セルトラリン塩酸塩,１００ｍｇ１錠,"加算1,2",,24.4,,,,
内用薬,1179046F4ZZZ,【般】セルトラリン口腔内崩壊錠２５ｍｇ,セルトラリン塩酸塩,２５ｍｇ１錠,"加算1,2",,9.5,,,,
内用薬,1179046F5ZZZ,【般】セルトラリン口腔内崩壊錠５０ｍｇ,セルトラリン塩酸塩,５０ｍｇ１錠,"加算1,2",,14.7,,,,
内用薬,1179046F6ZZZ,【般】セルトラリン口腔内崩壊錠１００ｍｇ,セルトラリン塩酸塩,１００ｍｇ１錠,"加算1,2",,24.4,,,,
内用薬,1179048B1ZZZ,【般】ブロナンセリン散２％,ブロナンセリン,２％１ｇ,"加算1,2",,99.2,,,,
内用薬,1179048F1ZZZ,【般】ブロナンセリン錠２ｍｇ,ブロナンセリン,２ｍｇ１錠,"加算1,2",,9.3,,,,
内用薬,1179048F2ZZZ,【般】ブロナンセリン錠４ｍｇ,ブロナンセリン,４ｍｇ１錠,"加算1,2",,18,,,,
内用薬,1179048F3ZZZ,【般】ブロナンセリン錠８ｍｇ,ブロナンセリン,８ｍｇ１錠,"加算1,2",,27.1,,,,
内用薬,1179050F1ZZZ,【般】アトモキセチン錠５ｍｇ,アトモキセチン塩酸塩,５ｍｇ１錠,加算1,,44.5,,,,
内用薬,1179050F2ZZZ,【般】アトモキセチン錠１０ｍｇ,アトモキセチン塩酸塩,１０ｍｇ１錠,加算1,,50.3,,,,
内用薬,1179050F3ZZZ,【般】アトモキセチン錠２５ｍｇ,アトモキセチン塩酸塩,２５ｍｇ１錠,加算1,,62.3,,,,
内用薬,1179050F4ZZZ,【般】アトモキセチン錠４０ｍｇ,アトモキセチン塩酸塩,４０ｍｇ１錠,加算1,,64.7,,,,
内用薬,1179050M1ZZZ,【般】アトモキセチンカプセル５ｍｇ,アトモキセチン塩酸塩,５ｍｇ１カプセル,"加算1,2",,44.5,,,,
内用薬,1179050M2ZZZ,【般】アトモキセチンカプセル１０ｍｇ,アトモキセチン塩酸塩,１０ｍｇ１カプセル,"加算1,2",,50.3,,,,
内用薬,1179050M3ZZZ,【般】アトモキセチンカプセル２５ｍｇ,アトモキセチン塩酸塩,２５ｍｇ１カプセル,"加算1,2",,62.3,,,,
内用薬,1179050M4ZZZ,【般】アトモキセチンカプセル４０ｍｇ,アトモキセチン塩酸塩,４０ｍｇ１カプセル,"加算1,2",,64.7,,,,
内用薬,1179050S1ZZZ,【般】アトモキセチン経口液０．４％,アトモキセチン塩酸塩,０．４％１ｍＬ,"加算1,2",,39.5,,,,
内用薬,1179051F1ZZZ,【般】ミルタザピン錠１５ｍｇ,ミルタザピン,１５ｍｇ１錠,"加算1,2",,13.3,先発品はリフレックス錠１５ｍｇ／レメロン錠１５ｍｇ,,,
内用薬,1179051F2ZZZ,【般】ミルタザピン錠３０ｍｇ,ミルタザピン,３０ｍｇ１錠,"加算1,2",,24.4,先発品はリフレックス錠３０ｍｇ／レメロン錠３０ｍｇ,,,
内用薬,1179051F3ZZZ,【般】ミルタザピン口腔内崩壊錠１５ｍｇ,ミルタザピン,１５ｍｇ１錠,加算1,,13.3,,,,
内用薬,1179051F4ZZZ,【般】ミルタザピン口腔内崩壊錠３０ｍｇ,ミルタザピン,３０ｍｇ１錠,加算1,,24.4,,,,
内用薬,1179052F1ZZZ,【般】デュロキセチン錠２０ｍｇ,デュロキセチン塩酸塩,２０ｍｇ１錠,加算1,,21.7,,,,
内用薬,1179052F2ZZZ,【般】デュロキセチン錠３０ｍｇ,デュロキセチン塩酸塩,３０ｍｇ１錠,加算1,,24.7,,,,
内用薬,1179052F3ZZZ,【般】デュロキセチン口腔内崩壊錠２０ｍｇ,デュロキセチン塩酸塩,２０ｍｇ１錠,加算1,,21.7,,,,
内用薬,1179052F4ZZZ,【般】デュロキセチン口腔内崩壊錠３０ｍｇ,デュロキセチン塩酸塩,３０ｍｇ１錠,加算1,,24.7,,,,
内用薬,1179052M1ZZZ,【般】デュロキセチンカプセル２０ｍｇ,デュロキセチン塩酸塩,２０ｍｇ１カプセル,"加算1,2",,21.7,,,,
内用薬,1179052M2ZZZ,【般】デュロキセチンカプセル３０ｍｇ,デュロキセチン塩酸塩,３０ｍｇ１カプセル,"加算1,2",,24.7,,,,
内用薬,1179054F1ZZZ,【般】エスシタロプラム錠１０ｍｇ,エスシタロプラムシュウ酸塩,１０ｍｇ１錠,"加算1,2",,46,,,,
内用薬,1179054F2ZZZ,【般】エスシタロプラム錠２０ｍｇ,エスシタロプラムシュウ酸塩,２０ｍｇ１錠,"加算1,2",,66.1,,,,
内用薬,1179054F3ZZZ,【般】エスシタロプラム口腔内崩壊錠１０ｍｇ,エスシタロプラムシュウ酸塩,１０ｍｇ１錠,加算1,,46,,,,
内用薬,1179054F4ZZZ,【般】エスシタロプラム口腔内崩壊錠２０ｍｇ,エスシタロプラムシュウ酸塩,２０ｍｇ１錠,加算1,,66.1,,,,
内用薬,1180107D1ZZZ,【般】プロメタジン１．３５％等配合非ピリン系感冒剤,非ピリン系感冒剤,１ｇ,"加算1,2",,6.5,準先発品はＰＬ配合顆粒,,,
内用薬,1180109F1ZZZ,【般】プロメタジン６．７５ｍｇ等配合非ピリン系感冒剤,非ピリン系感冒剤,１錠,加算1,,4.9,,,,
内用薬,1190004C1ZZZ,【般】チアプリド塩酸塩細粒１０％,チアプリド塩酸塩,１０％１ｇ,"加算1,2",,10.7,,,,
内用薬,1190004F1ZZZ,【般】チアプリド塩酸塩錠２５ｍｇ,チアプリド塩酸塩,２５ｍｇ１錠,"加算1,2",,8.2,,,,
内用薬,1190004F2ZZZ,【般】チアプリド塩酸塩錠５０ｍｇ,チアプリド塩酸塩,５０ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,1190011F1ZZZ,【般】リルゾール錠５０ｍｇ,リルゾール,５０ｍｇ１錠,"加算1,2",,383.5,,,,
内用薬,1190012C1ZZZ,【般】ドネペジル塩酸塩細粒０．５％,ドネペジル塩酸塩,０．５％１ｇ,"加算1,2",,42,,,,
内用薬,1190012F1ZZZ,【般】ドネペジル塩酸塩錠３ｍｇ,ドネペジル塩酸塩,３ｍｇ１錠,"加算1,2",,13,,,,
内用薬,1190012F2ZZZ,【般】ドネペジル塩酸塩錠５ｍｇ,ドネペジル塩酸塩,５ｍｇ１錠,"加算1,2",,23.5,,,,
内用薬,1190012F3ZZZ,【般】ドネペジル塩酸塩口腔内崩壊錠３ｍｇ,ドネペジル塩酸塩,３ｍｇ１錠,"加算1,2",,13,,,,
内用薬,1190012F4ZZZ,【般】ドネペジル塩酸塩口腔内崩壊錠５ｍｇ,ドネペジル塩酸塩,５ｍｇ１錠,"加算1,2",,23.5,,,,
内用薬,1190012F5ZZZ,【般】ドネペジル塩酸塩錠１０ｍｇ,ドネペジル塩酸塩,１０ｍｇ１錠,"加算1,2",,41.1,,,,
内用薬,1190012F6ZZZ,【般】ドネペジル塩酸塩口腔内崩壊錠１０ｍｇ,ドネペジル塩酸塩,１０ｍｇ１錠,"加算1,2",,41.1,,,,
内用薬,1190012Q1ZZZ,【般】ドネペジル塩酸塩経口ゼリー３ｍｇ,ドネペジル塩酸塩,３ｍｇ１個,"加算1,2",,44,,,,
内用薬,1190012Q3ZZZ,【般】ドネペジル塩酸塩経口ゼリー１０ｍｇ,ドネペジル塩酸塩,１０ｍｇ１個,"加算1,2",,116.4,,,,
内用薬,1190012S1ZZZ,【般】ドネペジル塩酸塩経口液３ｍｇ１．５ｍＬ,ドネペジル塩酸塩,３ｍｇ１．５ｍＬ１包,加算1,,44,,,,
内用薬,1190012S3ZZZ,【般】ドネペジル塩酸塩経口液１０ｍｇ５ｍＬ,ドネペジル塩酸塩,１０ｍｇ５ｍＬ１包,加算1,,116.4,,,,
内用薬,1190014F1ZZZ,【般】タルチレリン錠５ｍｇ,タルチレリン水和物,５ｍｇ１錠,"加算1,2",,190.6,,,,
内用薬,1190014F2ZZZ,【般】タルチレリン口腔内崩壊錠５ｍｇ,タルチレリン水和物,５ｍｇ１錠,"加算1,2",,190.6,,,,
内用薬,1190015F1ZZZ,【般】ナルフラフィン塩酸塩口腔内崩壊錠２．５μｇ,ナルフラフィン塩酸塩,２．５μｇ１錠,"加算1,2",,114.4,,,,
内用薬,1190015M1ZZZ,【般】ナルフラフィン塩酸塩カプセル２．５μｇ,ナルフラフィン塩酸塩,２．５μｇ１カプセル,加算1,,114.4,,,,
内用薬,1190016F1ZZZ,【般】ラメルテオン錠８ｍｇ,ラメルテオン,８ｍｇ１錠,"加算1,2",,18.9,,,,
内用薬,1190017F1ZZZ,【般】プレガバリン口腔内崩壊錠２５ｍｇ,プレガバリン,２５ｍｇ１錠,"加算1,2",,7.1,,,,
内用薬,1190017F2ZZZ,【般】プレガバリン口腔内崩壊錠７５ｍｇ,プレガバリン,７５ｍｇ１錠,"加算1,2",,12.1,,,,
内用薬,1190017F3ZZZ,【般】プレガバリン口腔内崩壊錠１５０ｍｇ,プレガバリン,１５０ｍｇ１錠,"加算1,2",,16.4,,,,
内用薬,1190017F4ZZZ,【般】プレガバリン口腔内崩壊錠５０ｍｇ,プレガバリン,５０ｍｇ１錠,加算1,,11.9,,,,
内用薬,1190017M1ZZZ,【般】プレガバリンカプセル２５ｍｇ,プレガバリン,２５ｍｇ１カプセル,"加算1,2",,7.1,,,,
内用薬,1190017M2ZZZ,【般】プレガバリンカプセル７５ｍｇ,プレガバリン,７５ｍｇ１カプセル,"加算1,2",,12.1,,,,
内用薬,1190017M3ZZZ,【般】プレガバリンカプセル１５０ｍｇ,プレガバリン,１５０ｍｇ１カプセル,"加算1,2",,16.4,,,,
内用薬,1190018F1ZZZ,【般】メマンチン塩酸塩錠５ｍｇ,メマンチン塩酸塩,５ｍｇ１錠,"加算1,2",,14,,,,
内用薬,1190018F2ZZZ,【般】メマンチン塩酸塩錠１０ｍｇ,メマンチン塩酸塩,１０ｍｇ１錠,"加算1,2",,26.4,,,,
内用薬,1190018F3ZZZ,【般】メマンチン塩酸塩錠２０ｍｇ,メマンチン塩酸塩,２０ｍｇ１錠,"加算1,2",,46.3,,,,
内用薬,1190018F4ZZZ,【般】メマンチン塩酸塩口腔内崩壊錠５ｍｇ,メマンチン塩酸塩,５ｍｇ１錠,"加算1,2",,14,,,,
内用薬,1190018F5ZZZ,【般】メマンチン塩酸塩口腔内崩壊錠１０ｍｇ,メマンチン塩酸塩,１０ｍｇ１錠,"加算1,2",,26.4,,,,
内用薬,1190018F6ZZZ,【般】メマンチン塩酸塩口腔内崩壊錠２０ｍｇ,メマンチン塩酸塩,２０ｍｇ１錠,"加算1,2",,46.3,,,,
内用薬,1190018F7ZZZ,【般】メマンチン塩酸塩口腔内崩壊錠１５ｍｇ,メマンチン塩酸塩,１５ｍｇ１錠,加算1,,45.4,,,,
内用薬,1190018R1ZZZ,【般】メマンチン塩酸塩シロップ用２％,メマンチン塩酸塩,２％１ｇ,"加算1,2",,98,,,,
内用薬,1190019F1ZZZ,【般】ガランタミン錠４ｍｇ,ガランタミン臭化水素酸塩,４ｍｇ１錠,"加算1,2",,18.4,,,,
内用薬,1190019F2ZZZ,【般】ガランタミン錠８ｍｇ,ガランタミン臭化水素酸塩,８ｍｇ１錠,"加算1,2",,24.1,,,,
内用薬,1190019F3ZZZ,【般】ガランタミン錠１２ｍｇ,ガランタミン臭化水素酸塩,１２ｍｇ１錠,"加算1,2",,27.6,,,,
内用薬,1190019F4ZZZ,【般】ガランタミン口腔内崩壊錠４ｍｇ,ガランタミン臭化水素酸塩,４ｍｇ１錠,"加算1,2",,18.4,,,,
内用薬,1190019F5ZZZ,【般】ガランタミン口腔内崩壊錠８ｍｇ,ガランタミン臭化水素酸塩,８ｍｇ１錠,"加算1,2",,24.1,,,,
内用薬,1190019F6ZZZ,【般】ガランタミン口腔内崩壊錠１２ｍｇ,ガランタミン臭化水素酸塩,１２ｍｇ１錠,"加算1,2",,27.6,,,,
内用薬,1225001F1ZZZ,【般】クロルフェネシンカルバミン酸エステル錠１２５ｍｇ,クロルフェネシンカルバミン酸エステル,１２５ｍｇ１錠,"加算1,2",,6.5,,,,
内用薬,1225001F2ZZZ,【般】クロルフェネシンカルバミン酸エステル錠２５０ｍｇ,クロルフェネシンカルバミン酸エステル,２５０ｍｇ１錠,"加算1,2",,6.5,,,,
内用薬,1231009F1ZZZ,【般】メペンゾラート臭化物錠７．５ｍｇ,メペンゾラート臭化物,７．５ｍｇ１錠,加算1,,5.9,,,,
内用薬,1231013D1ZZZ,【般】チキジウム臭化物顆粒２％,チキジウム臭化物,２％１ｇ,加算1,,8.2,,,,
内用薬,1231013M2ZZZ,【般】チキジウム臭化物カプセル１０ｍｇ,チキジウム臭化物,１０ｍｇ１カプセル,"加算1,2",,6.1,,,,
内用薬,1242002F1ZZZ,【般】ブチルスコポラミン臭化物錠１０ｍｇ,ブチルスコポラミン臭化物,１０ｍｇ１錠,加算1,,6.1,,,,
内用薬,1249005F1ZZZ,【般】チメピジウム臭化物錠３０ｍｇ,チメピジウム臭化物水和物,３０ｍｇ１錠,加算1,,5.9,,,,
内用薬,1249005M1ZZZ,【般】チメピジウム臭化物カプセル３０ｍｇ,チメピジウム臭化物水和物,３０ｍｇ１カプセル,"加算1,2",,5.9,,,,
内用薬,1249009F1ZZZ,【般】エペリゾン塩酸塩錠５０ｍｇ,エペリゾン塩酸塩,５０ｍｇ１錠,"加算1,2",,6.1,,,,
内用薬,1249010F1ZZZ,【般】チザニジン錠１ｍｇ,チザニジン塩酸塩,１ｍｇ１錠,"加算1,2",,6.1,,,,
内用薬,1339002F1ZZZ,【般】ジフェニドール塩酸塩錠２５ｍｇ,ジフェニドール塩酸塩,２５ｍｇ１錠,"加算1,2",,5.9,,,,
内用薬,1339005F1ZZZ,【般】ベタヒスチンメシル酸塩錠６ｍｇ,ベタヒスチンメシル酸塩,６ｍｇ１錠,"加算1,2",,6.3,,,,
内用薬,1339005F2ZZZ,【般】ベタヒスチンメシル酸塩錠１２ｍｇ,ベタヒスチンメシル酸塩,１２ｍｇ１錠,"加算1,2",,6.6,,,,
内用薬,2113005F1ZZZ,【般】メチルジゴキシン錠０．１ｍｇ,メチルジゴキシン,０．１ｍｇ１錠,加算1,,6.1,,,,
内用薬,2119003D1ZZZ,【般】ユビデカレノン顆粒１％,ユビデカレノン,１％１ｇ,加算1,,6.7,,,,
内用薬,2119003F1ZZZ,【般】ユビデカレノン錠５ｍｇ,ユビデカレノン,５ｍｇ１錠,"加算1,2",,6.1,,,,
内用薬,2119003F2ZZZ,【般】ユビデカレノン錠１０ｍｇ,ユビデカレノン,１０ｍｇ１錠,"加算1,2",,6.1,,,,
内用薬,2119003M1ZZZ,【般】ユビデカレノンカプセル５ｍｇ,ユビデカレノン,５ｍｇ１カプセル,加算1,,6.1,,,,
内用薬,2119004F1ZZZ,【般】デノパミン錠５ｍｇ,デノパミン,５ｍｇ１錠,"加算1,2",,11.3,,,,
